SPECIES	SITE_ID	YEAR	SINDEX	SCHEME
Iphiclides feisthamelii	Gau	2025	0	uBMS
Iphiclides feisthamelii	Gau	2019	0	uBMS
Iphiclides feisthamelii	Gau	2020	0	uBMS
Iphiclides feisthamelii	Gau	2021	0	uBMS
Iphiclides feisthamelii	Gau	2022	0	uBMS
Iphiclides feisthamelii	Nou	2023	0	uBMS
Iphiclides feisthamelii	Nou	2024	1.359674766	uBMS
Iphiclides feisthamelii	Nou	2018	3.565507283	uBMS
Iphiclides feisthamelii	Nou	2025	0	uBMS
Iphiclides feisthamelii	Nou	2019	0	uBMS
Iphiclides feisthamelii	Nou	2020	2.734855736	uBMS
Iphiclides feisthamelii	Nou	2021	0	uBMS
Iphiclides feisthamelii	Nou	2022	0	uBMS
Iphiclides feisthamelii	Bros	2023	0	uBMS
Iphiclides feisthamelii	Bros	2024	2.592722229	uBMS
Iphiclides feisthamelii	Bros	2018	17.96586486	uBMS
Iphiclides feisthamelii	Bros	2019	0	uBMS
Iphiclides feisthamelii	Bros	2020	1.484847135	uBMS
Iphiclides feisthamelii	Bros	2021	2.546019299	uBMS
Iphiclides feisthamelii	Bros	2022	10.87035292	uBMS
Iphiclides feisthamelii	Gue	2023	39.71732223	uBMS
Iphiclides feisthamelii	Gue	2024	97.5691816	uBMS
Iphiclides feisthamelii	Gue	2018	11.51841507	uBMS
Iphiclides feisthamelii	Gue	2019	6.112593981	uBMS
Iphiclides feisthamelii	Gue	2020	0	uBMS
Iphiclides feisthamelii	Gue	2021	3.808171265	uBMS
Iphiclides feisthamelii	Gue	2022	26.489565	uBMS
Iphiclides feisthamelii	Dia	2023	1.619695497	uBMS
Iphiclides feisthamelii	Dia	2024	1.767658913	uBMS
Iphiclides feisthamelii	Dia	2018	0	uBMS
Iphiclides feisthamelii	Dia	2019	0	uBMS
Iphiclides feisthamelii	Dia	2020	0	uBMS
Iphiclides feisthamelii	Dia	2021	1.132951906	uBMS
Iphiclides feisthamelii	Dia	2022	0	uBMS
Iphiclides feisthamelii	Pei	2023	34.93856635	uBMS
Iphiclides feisthamelii	Pei	2024	37.66407412	uBMS
Iphiclides feisthamelii	Pei	2018	5.217889267	uBMS
Iphiclides feisthamelii	Pei	2019	52.32148138	uBMS
Iphiclides feisthamelii	Pei	2020	74.69305821	uBMS
Iphiclides feisthamelii	Pei	2021	20.84129355	uBMS
Iphiclides feisthamelii	Mar	2023	4.223954043	uBMS
Iphiclides feisthamelii	Mar	2024	0	uBMS
Iphiclides feisthamelii	Mar	2018	14.32844375	uBMS
Iphiclides feisthamelii	Mar	2019	5.637137462	uBMS
Iphiclides feisthamelii	Mar	2020	5.403214913	uBMS
Iphiclides feisthamelii	Mar	2021	3.719822936	uBMS
Iphiclides feisthamelii	Mar	2022	6.737749928	uBMS
Iphiclides feisthamelii	Gui	2023	63.02737189	uBMS
Iphiclides feisthamelii	Gui	2024	30.04665138	uBMS
Iphiclides feisthamelii	Gui	2018	287.5862218	uBMS
Iphiclides feisthamelii	Gui	2025	0	uBMS
Iphiclides feisthamelii	Gui	2019	107.3100553	uBMS
Iphiclides feisthamelii	Gui	2020	129.2880538	uBMS
Iphiclides feisthamelii	Gui	2021	58.99108392	uBMS
Iphiclides feisthamelii	Gui	2022	78.27132195	uBMS
Iphiclides feisthamelii	Bes	2023	0	uBMS
Iphiclides feisthamelii	Bes	2024	0	uBMS
Iphiclides feisthamelii	Bes	2018	2.13442616	uBMS
Iphiclides feisthamelii	Bes	2025	0	uBMS
Iphiclides feisthamelii	Bes	2019	0	uBMS
Iphiclides feisthamelii	Bes	2020	0	uBMS
Iphiclides feisthamelii	Bes	2021	0	uBMS
Iphiclides feisthamelii	Aig	2023	5.777591611	uBMS
Iphiclides feisthamelii	Aig	2018	0	uBMS
Iphiclides feisthamelii	Aig	2019	0	uBMS
Iphiclides feisthamelii	Aig	2020	0	uBMS
Iphiclides feisthamelii	Aig	2021	0	uBMS
Iphiclides feisthamelii	Aig	2022	1.182634199	uBMS
Iphiclides feisthamelii	Tpa	2023	0	uBMS
Iphiclides feisthamelii	Tpa	2022	0	uBMS
Iphiclides feisthamelii	Tri	2023	2.108614746	uBMS
Iphiclides feisthamelii	Tri	2019	0	uBMS
Iphiclides feisthamelii	Tri	2020	0	uBMS
Iphiclides feisthamelii	Tri	2021	0	uBMS
Iphiclides feisthamelii	Tri	2022	3.156632084	uBMS
Lampides boeticus	Clot	2023	6.162188809	uBMS
Lampides boeticus	Clot	2024	16.87316203	uBMS
Lampides boeticus	Clot	2018	0	uBMS
Lampides boeticus	Clot	2025	0	uBMS
Lampides boeticus	Clot	2019	0	uBMS
Lampides boeticus	Clot	2020	5.258913859	uBMS
Lampides boeticus	Clot	2021	0	uBMS
Lampides boeticus	Clot	2022	19.33895921	uBMS
Lampides boeticus	Heb	2023	1.00001	uBMS
Lampides boeticus	Heb	2024	7.766186026	uBMS
Lampides boeticus	Heb	2018	0	uBMS
Lampides boeticus	Heb	2019	0	uBMS
Lampides boeticus	Heb	2020	0	uBMS
Lampides boeticus	Heb	2021	0	uBMS
Lampides boeticus	Heb	2022	0	uBMS
Lampides boeticus	Put	2023	47.18613357	uBMS
Lampides boeticus	Put	2024	0	uBMS
Lampides boeticus	Put	2025	0	uBMS
Lampides boeticus	Put	2019	41.26514067	uBMS
Lampides boeticus	Put	2020	4.480587853	uBMS
Lampides boeticus	Put	2021	25.3876912	uBMS
Lampides boeticus	Put	2022	28.01724138	uBMS
Lampides boeticus	Heu	2023	4.708097928	uBMS
Lampides boeticus	Heu	2024	3.569686225	uBMS
Lampides boeticus	Heu	2018	0	uBMS
Lampides boeticus	Heu	2025	0	uBMS
Lampides boeticus	Heu	2019	0	uBMS
Lampides boeticus	Heu	2020	0	uBMS
Lampides boeticus	Heu	2021	7.09924748	uBMS
Lampides boeticus	Heu	2022	0	uBMS
Lampides boeticus	Lab	2023	2.929287012	uBMS
Lampides boeticus	Lab	2024	11.21044814	uBMS
Lampides boeticus	Lab	2018	0	uBMS
Lampides boeticus	Lab	2025	0	uBMS
Lampides boeticus	Lab	2020	0	uBMS
Lampides boeticus	Lab	2022	0	uBMS
Lampides boeticus	Mat	2023	4.736081839	uBMS
Lampides boeticus	Mat	2024	5.642576626	uBMS
Lampides boeticus	Mat	2018	0	uBMS
Lampides boeticus	Mat	2025	0	uBMS
Lampides boeticus	Mat	2019	3.698430016	uBMS
Lampides boeticus	Mat	2020	0	uBMS
Lampides boeticus	Mat	2021	0	uBMS
Lampides boeticus	Mat	2022	4.592703725	uBMS
Lampides boeticus	Ore	2023	1.462308986	uBMS
Lampides boeticus	Ore	2024	0	uBMS
Lampides boeticus	Ore	2018	0	uBMS
Lampides boeticus	Ore	2020	0	uBMS
Lampides boeticus	Ore	2021	0	uBMS
Lampides boeticus	Ore	2022	5.770939855	uBMS
Lampides boeticus	Pla	2023	57.43165633	uBMS
Lampides boeticus	Pla	2024	47.17976733	uBMS
Lampides boeticus	Pla	2025	0	uBMS
Lampides boeticus	Pla	2020	32.58655804	uBMS
Lampides boeticus	Pla	2021	0	uBMS
Lampides boeticus	Pla	2022	72.61712104	uBMS
Lampides boeticus	Ciu	2023	41.28654192	uBMS
Lampides boeticus	Ciu	2024	21.0147103	uBMS
Lampides boeticus	Ciu	2018	24.92646692	uBMS
Lampides boeticus	Ciu	2025	0	uBMS
Lampides boeticus	Ciu	2019	35.84321155	uBMS
Lampides boeticus	Ciu	2020	77.48076817	uBMS
Lampides boeticus	Ciu	2021	7.273785278	uBMS
Lampides boeticus	Ciu	2022	7.487832273	uBMS
Lampides boeticus	Glo	2023	8.539188777	uBMS
Lampides boeticus	Glo	2024	10.08041935	uBMS
Lampides boeticus	Glo	2025	0	uBMS
Lampides boeticus	Glo	2020	55.38551232	uBMS
Lampides boeticus	Glo	2021	0	uBMS
Lampides boeticus	Glo	2022	0	uBMS
Lampides boeticus	Rob	2023	0	uBMS
Lampides boeticus	Rob	2024	0	uBMS
Lampides boeticus	Rob	2018	0	uBMS
Lampides boeticus	Rob	2025	0	uBMS
Lampides boeticus	Rob	2020	0	uBMS
Lampides boeticus	Rob	2021	0	uBMS
Lampides boeticus	Rob	2022	0	uBMS
Lampides boeticus	Coll	2023	17.97167215	uBMS
Lampides boeticus	Coll	2024	1.575845441	uBMS
Lampides boeticus	Coll	2018	0	uBMS
Lampides boeticus	Coll	2025	0	uBMS
Lampides boeticus	Coll	2019	6.973500697	uBMS
Lampides boeticus	Coll	2020	0	uBMS
Lampides boeticus	Coll	2022	12.40399822	uBMS
Lampides boeticus	Car	2023	8.697921197	uBMS
Lampides boeticus	Car	2024	42.77403901	uBMS
Lampides boeticus	Car	2018	6.006294597	uBMS
Lampides boeticus	Car	2025	0	uBMS
Lampides boeticus	Car	2019	8.041817451	uBMS
Lampides boeticus	Car	2020	20.13414373	uBMS
Lampides boeticus	Car	2021	26.69474558	uBMS
Lampides boeticus	Car	2022	22.07692961	uBMS
Lampides boeticus	Peg	2023	0	uBMS
Lampides boeticus	Peg	2024	0	uBMS
Lampides boeticus	Peg	2018	0	uBMS
Lampides boeticus	Peg	2025	0	uBMS
Lampides boeticus	Peg	2019	3.798526172	uBMS
Lampides boeticus	Peg	2020	0	uBMS
Lampides boeticus	Peg	2021	7.352670858	uBMS
Lampides boeticus	Peg	2022	0	uBMS
Lampides boeticus	Cer	2023	24.11120086	uBMS
Lampides boeticus	Cer	2024	42.66162414	uBMS
Lampides boeticus	Cer	2018	0	uBMS
Lampides boeticus	Cer	2025	0	uBMS
Lampides boeticus	Cer	2019	0	uBMS
Lampides boeticus	Cer	2020	6.049894332	uBMS
Lampides boeticus	Cer	2022	25.91111361	uBMS
Lampides boeticus	Nord	2023	0	uBMS
Lampides boeticus	Nord	2024	0	uBMS
Lampides boeticus	Nord	2018	0	uBMS
Lampides boeticus	Nord	2025	0	uBMS
Lampides boeticus	Nord	2019	0	uBMS
Lampides boeticus	Nord	2020	20.23702617	uBMS
Lampides boeticus	Nord	2021	0	uBMS
Lampides boeticus	Nord	2022	1.959823616	uBMS
Lampides boeticus	Ped	2023	0	uBMS
Lampides boeticus	Ped	2024	1.477344916	uBMS
Lampides boeticus	Ped	2018	0	uBMS
Lampides boeticus	Ped	2025	0	uBMS
Lampides boeticus	Ped	2019	0	uBMS
Lampides boeticus	Ped	2020	2.943340692	uBMS
Lampides boeticus	Ped	2022	0	uBMS
Lampides boeticus	Gau	2023	17.15609184	uBMS
Lampides boeticus	Gau	2024	3.605942593	uBMS
Lampides boeticus	Gau	2018	0	uBMS
Lampides boeticus	Gau	2025	0	uBMS
Lampides boeticus	Gau	2019	0	uBMS
Lampides boeticus	Gau	2020	0	uBMS
Lampides boeticus	Gau	2021	0	uBMS
Lampides boeticus	Gau	2022	0	uBMS
Lampides boeticus	Nou	2023	34.59309868	uBMS
Lampides boeticus	Nou	2024	12.96872684	uBMS
Lampides boeticus	Nou	2018	0	uBMS
Lampides boeticus	Nou	2025	0	uBMS
Lampides boeticus	Nou	2019	0	uBMS
Lampides boeticus	Nou	2020	13.76976945	uBMS
Lampides boeticus	Nou	2021	54.69319721	uBMS
Lampides boeticus	Nou	2022	77.27497527	uBMS
Lampides boeticus	Bros	2023	6.202576137	uBMS
Lampides boeticus	Bros	2024	12.41499179	uBMS
Lampides boeticus	Bros	2018	13.38022785	uBMS
Lampides boeticus	Bros	2019	7.782252573	uBMS
Lampides boeticus	Bros	2020	6.416343711	uBMS
Lampides boeticus	Bros	2021	6.268904666	uBMS
Lampides boeticus	Bros	2022	13.89403483	uBMS
Lampides boeticus	Gue	2023	21.76533619	uBMS
Lampides boeticus	Gue	2024	6.688739507	uBMS
Lampides boeticus	Gue	2018	0	uBMS
Lampides boeticus	Gue	2019	0	uBMS
Lampides boeticus	Gue	2020	0	uBMS
Lampides boeticus	Gue	2021	0	uBMS
Lampides boeticus	Gue	2022	12.91632069	uBMS
Lampides boeticus	Dia	2023	13.94786598	uBMS
Lampides boeticus	Dia	2024	6.365574971	uBMS
Lampides boeticus	Dia	2018	35.5378656	uBMS
Lampides boeticus	Dia	2019	66.93949582	uBMS
Lampides boeticus	Dia	2020	128.259189	uBMS
Lampides boeticus	Dia	2021	79.93419909	uBMS
Lampides boeticus	Dia	2022	123.0362763	uBMS
Lampides boeticus	Pei	2023	44.89151218	uBMS
Lampides boeticus	Pei	2024	14.87348244	uBMS
Lampides boeticus	Pei	2018	0	uBMS
Lampides boeticus	Pei	2019	30.28161906	uBMS
Lampides boeticus	Pei	2020	34.87218005	uBMS
Lampides boeticus	Pei	2021	26.4066626	uBMS
Lampides boeticus	Mar	2023	0	uBMS
Lampides boeticus	Mar	2024	10.39587492	uBMS
Lampides boeticus	Mar	2018	36.69091145	uBMS
Lampides boeticus	Mar	2019	66.58698993	uBMS
Lampides boeticus	Mar	2020	40.52323602	uBMS
Lampides boeticus	Mar	2021	83.97453423	uBMS
Lampides boeticus	Mar	2022	50.32467532	uBMS
Lampides boeticus	Gui	2023	2.836034656	uBMS
Lampides boeticus	Gui	2024	14.02254124	uBMS
Lampides boeticus	Gui	2018	10.91274172	uBMS
Lampides boeticus	Gui	2025	0	uBMS
Lampides boeticus	Gui	2019	114.3072478	uBMS
Lampides boeticus	Gui	2020	107.2947503	uBMS
Lampides boeticus	Gui	2021	67.85082511	uBMS
Lampides boeticus	Gui	2022	52.71018185	uBMS
Lampides boeticus	Bes	2023	0	uBMS
Lampides boeticus	Bes	2024	0	uBMS
Lampides boeticus	Bes	2018	0	uBMS
Lampides boeticus	Bes	2025	0	uBMS
Lampides boeticus	Bes	2019	0	uBMS
Lampides boeticus	Bes	2020	0	uBMS
Lampides boeticus	Bes	2021	9.400263207	uBMS
Lampides boeticus	Aig	2023	14.19010004	uBMS
Lampides boeticus	Aig	2018	0	uBMS
Lampides boeticus	Aig	2019	0	uBMS
Lampides boeticus	Aig	2020	0	uBMS
Lampides boeticus	Aig	2021	0	uBMS
Lampides boeticus	Aig	2022	0	uBMS
Lampides boeticus	Tpa	2023	0	uBMS
Lampides boeticus	Tpa	2022	0	uBMS
Lampides boeticus	Tri	2023	32.00320032	uBMS
Lampides boeticus	Tri	2019	6.583061782	uBMS
Lampides boeticus	Tri	2020	0	uBMS
Lampides boeticus	Tri	2021	8.002240627	uBMS
Lampides boeticus	Tri	2022	11.62175075	uBMS
Lasiommata megera	Clot	2023	0	uBMS
Lasiommata megera	Clot	2024	0	uBMS
Lasiommata megera	Clot	2018	0	uBMS
Lasiommata megera	Clot	2025	0	uBMS
Lasiommata megera	Clot	2019	0	uBMS
Lasiommata megera	Clot	2020	0	uBMS
Lasiommata megera	Clot	2021	0	uBMS
Lasiommata megera	Clot	2022	0	uBMS
Lasiommata megera	Heb	2023	0	uBMS
Lasiommata megera	Heb	2024	0	uBMS
Lasiommata megera	Heb	2018	0	uBMS
Lasiommata megera	Heb	2019	0	uBMS
Lasiommata megera	Heb	2020	0	uBMS
Lasiommata megera	Heb	2021	0	uBMS
Lasiommata megera	Heb	2022	1.103314356	uBMS
Lasiommata megera	Put	2023	4.113406621	uBMS
Lasiommata megera	Put	2024	0	uBMS
Lasiommata megera	Put	2025	0	uBMS
Lasiommata megera	Put	2019	21.9611288	uBMS
Lasiommata megera	Put	2020	7.261768604	uBMS
Lasiommata megera	Put	2021	3.011095888	uBMS
Lasiommata megera	Put	2022	10.89707111	uBMS
Lasiommata megera	Heu	2023	7.582486622	uBMS
Lasiommata megera	Heu	2024	2.396357537	uBMS
Lasiommata megera	Heu	2018	0	uBMS
Lasiommata megera	Heu	2025	0	uBMS
Lasiommata megera	Heu	2019	20.48183517	uBMS
Lasiommata megera	Heu	2020	20.50178109	uBMS
Lasiommata megera	Heu	2021	8.196049504	uBMS
Lasiommata megera	Heu	2022	2.098812072	uBMS
Lasiommata megera	Lab	2023	3.574620197	uBMS
Lasiommata megera	Lab	2024	3.520197131	uBMS
Lasiommata megera	Lab	2018	14.42030379	uBMS
Lasiommata megera	Lab	2025	0	uBMS
Lasiommata megera	Lab	2020	0	uBMS
Lasiommata megera	Lab	2022	0	uBMS
Lasiommata megera	Mat	2023	1.228486137	uBMS
Lasiommata megera	Mat	2024	1.322856311	uBMS
Lasiommata megera	Mat	2018	0	uBMS
Lasiommata megera	Mat	2025	0	uBMS
Lasiommata megera	Mat	2019	0	uBMS
Lasiommata megera	Mat	2020	1.727951341	uBMS
Lasiommata megera	Mat	2021	0	uBMS
Lasiommata megera	Mat	2022	0	uBMS
Lasiommata megera	Ore	2023	6.788405404	uBMS
Lasiommata megera	Ore	2024	25.873615	uBMS
Lasiommata megera	Ore	2018	133.0147548	uBMS
Lasiommata megera	Ore	2020	97.09869111	uBMS
Lasiommata megera	Ore	2021	97.98748775	uBMS
Lasiommata megera	Ore	2022	14.95103536	uBMS
Lasiommata megera	Pla	2023	0	uBMS
Lasiommata megera	Pla	2024	1.192236158	uBMS
Lasiommata megera	Pla	2025	0	uBMS
Lasiommata megera	Pla	2020	4.074647543	uBMS
Lasiommata megera	Pla	2021	0	uBMS
Lasiommata megera	Pla	2022	0	uBMS
Lasiommata megera	Ciu	2023	0	uBMS
Lasiommata megera	Ciu	2024	0	uBMS
Lasiommata megera	Ciu	2018	1.296142679	uBMS
Lasiommata megera	Ciu	2025	0	uBMS
Lasiommata megera	Ciu	2019	3.766762091	uBMS
Lasiommata megera	Ciu	2020	0	uBMS
Lasiommata megera	Ciu	2021	0	uBMS
Lasiommata megera	Ciu	2022	3.435304626	uBMS
Lasiommata megera	Glo	2023	0	uBMS
Lasiommata megera	Glo	2024	0	uBMS
Lasiommata megera	Glo	2025	0	uBMS
Lasiommata megera	Glo	2020	30.54575075	uBMS
Lasiommata megera	Glo	2021	3.456499948	uBMS
Lasiommata megera	Glo	2022	0	uBMS
Lasiommata megera	Rob	2023	0	uBMS
Lasiommata megera	Rob	2024	0	uBMS
Lasiommata megera	Rob	2018	0	uBMS
Lasiommata megera	Rob	2025	0	uBMS
Lasiommata megera	Rob	2020	0	uBMS
Lasiommata megera	Rob	2021	2.670084375	uBMS
Lasiommata megera	Rob	2022	0	uBMS
Lasiommata megera	Coll	2023	51.56529312	uBMS
Lasiommata megera	Coll	2024	45.53526706	uBMS
Lasiommata megera	Coll	2018	99.18175056	uBMS
Lasiommata megera	Coll	2025	0	uBMS
Lasiommata megera	Coll	2019	47.65081483	uBMS
Lasiommata megera	Coll	2020	12.11502295	uBMS
Lasiommata megera	Coll	2022	11.87690773	uBMS
Lasiommata megera	Car	2023	86.12144749	uBMS
Lasiommata megera	Car	2024	169.344455	uBMS
Lasiommata megera	Car	2018	92.52894834	uBMS
Lasiommata megera	Car	2025	0	uBMS
Lasiommata megera	Car	2019	115.0710685	uBMS
Lasiommata megera	Car	2020	129.9391648	uBMS
Lasiommata megera	Car	2021	86.25883126	uBMS
Lasiommata megera	Car	2022	62.09208947	uBMS
Lasiommata megera	Peg	2023	0	uBMS
Lasiommata megera	Peg	2024	0	uBMS
Lasiommata megera	Peg	2018	1.137824707	uBMS
Lasiommata megera	Peg	2025	0	uBMS
Lasiommata megera	Peg	2019	0	uBMS
Lasiommata megera	Peg	2020	0	uBMS
Lasiommata megera	Peg	2021	0	uBMS
Lasiommata megera	Peg	2022	0	uBMS
Lasiommata megera	Cer	2023	6.805128345	uBMS
Lasiommata megera	Cer	2024	5.996282305	uBMS
Lasiommata megera	Cer	2018	0	uBMS
Lasiommata megera	Cer	2025	0	uBMS
Lasiommata megera	Cer	2019	0	uBMS
Lasiommata megera	Cer	2020	26.59857432	uBMS
Lasiommata megera	Cer	2022	0	uBMS
Lasiommata megera	Nord	2023	1.349473031	uBMS
Lasiommata megera	Nord	2024	0	uBMS
Lasiommata megera	Nord	2018	0	uBMS
Lasiommata megera	Nord	2025	0	uBMS
Lasiommata megera	Nord	2019	3.185727939	uBMS
Lasiommata megera	Nord	2020	13.80487438	uBMS
Lasiommata megera	Nord	2021	3.85631375	uBMS
Lasiommata megera	Nord	2022	1.375932194	uBMS
Lasiommata megera	Ped	2023	0	uBMS
Lasiommata megera	Ped	2024	0	uBMS
Lasiommata megera	Ped	2018	1.702098688	uBMS
Lasiommata megera	Ped	2025	0	uBMS
Lasiommata megera	Ped	2019	0	uBMS
Lasiommata megera	Ped	2020	0	uBMS
Lasiommata megera	Ped	2022	0	uBMS
Lasiommata megera	Gau	2023	1.385425326	uBMS
Lasiommata megera	Gau	2024	0	uBMS
Lasiommata megera	Gau	2018	0	uBMS
Lasiommata megera	Gau	2025	0	uBMS
Lasiommata megera	Gau	2019	0	uBMS
Lasiommata megera	Gau	2020	0	uBMS
Lasiommata megera	Gau	2021	0	uBMS
Lasiommata megera	Gau	2022	0	uBMS
Lasiommata megera	Nou	2023	0	uBMS
Lasiommata megera	Nou	2024	0	uBMS
Lasiommata megera	Nou	2018	0	uBMS
Lasiommata megera	Nou	2025	0	uBMS
Lasiommata megera	Nou	2019	0	uBMS
Lasiommata megera	Nou	2020	0	uBMS
Lasiommata megera	Nou	2021	0	uBMS
Lasiommata megera	Nou	2022	0	uBMS
Lasiommata megera	Bros	2023	9.569072757	uBMS
Lasiommata megera	Bros	2024	9.683488269	uBMS
Lasiommata megera	Bros	2018	15.87648098	uBMS
Lasiommata megera	Bros	2019	18.2759671	uBMS
Lasiommata megera	Bros	2020	0	uBMS
Lasiommata megera	Bros	2021	11.12824508	uBMS
Lasiommata megera	Bros	2022	25.53375366	uBMS
Lasiommata megera	Gue	2023	25.45014952	uBMS
Lasiommata megera	Gue	2024	33.49828702	uBMS
Lasiommata megera	Gue	2018	5.474052989	uBMS
Lasiommata megera	Gue	2019	5.224660397	uBMS
Lasiommata megera	Gue	2020	18.17355747	uBMS
Lasiommata megera	Gue	2021	0	uBMS
Lasiommata megera	Gue	2022	28.69616906	uBMS
Lasiommata megera	Dia	2023	0	uBMS
Lasiommata megera	Dia	2024	0	uBMS
Lasiommata megera	Dia	2018	0	uBMS
Lasiommata megera	Dia	2019	0	uBMS
Lasiommata megera	Dia	2020	6.129141001	uBMS
Lasiommata megera	Dia	2021	0	uBMS
Lasiommata megera	Dia	2022	0	uBMS
Lasiommata megera	Pei	2023	5.205080158	uBMS
Lasiommata megera	Pei	2024	9.762955442	uBMS
Lasiommata megera	Pei	2018	7.014098338	uBMS
Lasiommata megera	Pei	2019	31.42465938	uBMS
Lasiommata megera	Pei	2020	43.66414991	uBMS
Lasiommata megera	Pei	2021	22.16885276	uBMS
Lasiommata megera	Mar	2023	6.751738573	uBMS
Lasiommata megera	Mar	2024	22.11620486	uBMS
Lasiommata megera	Mar	2018	16.91653803	uBMS
Lasiommata megera	Mar	2019	27.7940316	uBMS
Lasiommata megera	Mar	2020	14.87956849	uBMS
Lasiommata megera	Mar	2021	5.651526854	uBMS
Lasiommata megera	Mar	2022	26.84227479	uBMS
Lasiommata megera	Gui	2023	38.52137195	uBMS
Lasiommata megera	Gui	2024	8.688701213	uBMS
Lasiommata megera	Gui	2018	242.2102714	uBMS
Lasiommata megera	Gui	2025	0	uBMS
Lasiommata megera	Gui	2019	409.3358157	uBMS
Lasiommata megera	Gui	2020	296.2709042	uBMS
Lasiommata megera	Gui	2021	105.3281517	uBMS
Lasiommata megera	Gui	2022	24.30593065	uBMS
Lasiommata megera	Bes	2023	0	uBMS
Lasiommata megera	Bes	2024	0	uBMS
Lasiommata megera	Bes	2018	22.79254228	uBMS
Lasiommata megera	Bes	2025	0	uBMS
Lasiommata megera	Bes	2019	0	uBMS
Lasiommata megera	Bes	2020	0	uBMS
Lasiommata megera	Bes	2021	15.99658739	uBMS
Lasiommata megera	Aig	2023	0	uBMS
Lasiommata megera	Aig	2018	0	uBMS
Lasiommata megera	Aig	2019	0	uBMS
Lasiommata megera	Aig	2020	0	uBMS
Lasiommata megera	Aig	2021	0	uBMS
Lasiommata megera	Aig	2022	0	uBMS
Lasiommata megera	Tpa	2023	0	uBMS
Lasiommata megera	Tpa	2022	0	uBMS
Lasiommata megera	Tri	2023	1.027443003	uBMS
Lasiommata megera	Tri	2019	6.865695552	uBMS
Lasiommata megera	Tri	2020	7.251631617	uBMS
Lasiommata megera	Tri	2021	4.05708316	uBMS
Lasiommata megera	Tri	2022	0	uBMS
Leptotes pirithous	Clot	2023	22.89186714	uBMS
Leptotes pirithous	Clot	2024	21.58127253	uBMS
Leptotes pirithous	Clot	2018	0	uBMS
Leptotes pirithous	Clot	2025	0	uBMS
Leptotes pirithous	Clot	2019	0	uBMS
Leptotes pirithous	Clot	2020	0	uBMS
Leptotes pirithous	Clot	2021	0	uBMS
Leptotes pirithous	Clot	2022	14.03480632	uBMS
Leptotes pirithous	Heb	2023	4.99995	uBMS
Leptotes pirithous	Heb	2024	0	uBMS
Leptotes pirithous	Heb	2018	0	uBMS
Leptotes pirithous	Heb	2019	0	uBMS
Leptotes pirithous	Heb	2020	0	uBMS
Leptotes pirithous	Heb	2021	0	uBMS
Leptotes pirithous	Heb	2022	0	uBMS
Leptotes pirithous	Put	2023	436.455172	uBMS
Leptotes pirithous	Put	2024	243.8174852	uBMS
Leptotes pirithous	Put	2025	0	uBMS
Leptotes pirithous	Put	2019	169.7224145	uBMS
Leptotes pirithous	Put	2020	69.16855846	uBMS
Leptotes pirithous	Put	2021	160.0150602	uBMS
Leptotes pirithous	Put	2022	274.0224678	uBMS
Leptotes pirithous	Heu	2023	7.697721474	uBMS
Leptotes pirithous	Heu	2024	4.892188398	uBMS
Leptotes pirithous	Heu	2018	0	uBMS
Leptotes pirithous	Heu	2025	0	uBMS
Leptotes pirithous	Heu	2019	0	uBMS
Leptotes pirithous	Heu	2020	0	uBMS
Leptotes pirithous	Heu	2021	0	uBMS
Leptotes pirithous	Heu	2022	14.17604467	uBMS
Leptotes pirithous	Lab	2023	0	uBMS
Leptotes pirithous	Lab	2024	12.51007756	uBMS
Leptotes pirithous	Lab	2018	0	uBMS
Leptotes pirithous	Lab	2025	0	uBMS
Leptotes pirithous	Lab	2020	0	uBMS
Leptotes pirithous	Lab	2022	8.866820358	uBMS
Leptotes pirithous	Mat	2023	31.88513124	uBMS
Leptotes pirithous	Mat	2024	16.88109679	uBMS
Leptotes pirithous	Mat	2018	6.403005144	uBMS
Leptotes pirithous	Mat	2025	0	uBMS
Leptotes pirithous	Mat	2019	37.34790557	uBMS
Leptotes pirithous	Mat	2020	0	uBMS
Leptotes pirithous	Mat	2021	8.551576697	uBMS
Leptotes pirithous	Mat	2022	22.20097001	uBMS
Leptotes pirithous	Ore	2023	86.37070306	uBMS
Leptotes pirithous	Ore	2024	0	uBMS
Leptotes pirithous	Ore	2018	0	uBMS
Leptotes pirithous	Ore	2020	16.84863189	uBMS
Leptotes pirithous	Ore	2021	0	uBMS
Leptotes pirithous	Ore	2022	12.53901025	uBMS
Leptotes pirithous	Pla	2023	31.34225745	uBMS
Leptotes pirithous	Pla	2024	7.959987795	uBMS
Leptotes pirithous	Pla	2025	0	uBMS
Leptotes pirithous	Pla	2020	0	uBMS
Leptotes pirithous	Pla	2021	0	uBMS
Leptotes pirithous	Pla	2022	30.5861417	uBMS
Leptotes pirithous	Ciu	2023	92.69897639	uBMS
Leptotes pirithous	Ciu	2024	12.72750414	uBMS
Leptotes pirithous	Ciu	2018	0	uBMS
Leptotes pirithous	Ciu	2025	0	uBMS
Leptotes pirithous	Ciu	2019	42.71006609	uBMS
Leptotes pirithous	Ciu	2020	25.14729128	uBMS
Leptotes pirithous	Ciu	2021	57.14536903	uBMS
Leptotes pirithous	Ciu	2022	8.746100697	uBMS
Leptotes pirithous	Glo	2023	2.098745999	uBMS
Leptotes pirithous	Glo	2024	2.290530945	uBMS
Leptotes pirithous	Glo	2025	0	uBMS
Leptotes pirithous	Glo	2020	10.08903574	uBMS
